subject #,SITE_ID,Subject_ID,Has_Pheno,Has FSvol5.1,Has ANTthick,Has FSvol5.3
50109,OLIN,Olin_0050109,TRUE,TRUE,TRUE,TRUE
50110,OLIN,Olin_0050110,TRUE,TRUE,TRUE,FALSE
50111,OLIN,Olin_0050111,TRUE,TRUE,TRUE,TRUE
50112,OLIN,Olin_0050112,TRUE,TRUE,TRUE,TRUE
50113,OLIN,Olin_0050113,TRUE,TRUE,TRUE,TRUE
50114,OLIN,Olin_0050114,TRUE,TRUE,TRUE,TRUE
50115,OLIN,Olin_0050115,TRUE,TRUE,TRUE,TRUE
50116,OLIN,Olin_0050116,TRUE,TRUE,TRUE,TRUE
50117,OLIN,Olin_0050117,TRUE,TRUE,TRUE,TRUE
50118,OLIN,Olin_0050118,TRUE,TRUE,TRUE,FALSE
50119,OLIN,Olin_0050119,TRUE,TRUE,TRUE,TRUE
50120,OLIN,Olin_0050120,TRUE,TRUE,TRUE,FALSE
50121,OLIN,Olin_0050121,TRUE,TRUE,TRUE,TRUE
50122,OLIN,Olin_0050122,TRUE,TRUE,TRUE,FALSE
50123,OLIN,Olin_0050123,TRUE,TRUE,TRUE,TRUE
50124,OLIN,Olin_0050124,TRUE,TRUE,TRUE,TRUE
50125,OLIN,Olin_0050125,TRUE,TRUE,TRUE,TRUE
50126,OLIN,Olin_0050126,TRUE,TRUE,TRUE,TRUE
50127,OLIN,Olin_0050127,TRUE,TRUE,TRUE,TRUE
50128,OLIN,Olin_0050128,TRUE,TRUE,TRUE,TRUE
50129,OLIN,Olin_0050129,TRUE,TRUE,TRUE,TRUE
50130,OLIN,Olin_0050130,TRUE,TRUE,TRUE,TRUE
50131,OLIN,Olin_0050131,TRUE,TRUE,TRUE,TRUE
50132,OLIN,Olin_0050132,TRUE,TRUE,TRUE,TRUE
50133,OLIN,Olin_0050133,TRUE,TRUE,TRUE,FALSE
50134,OLIN,Olin_0050134,TRUE,TRUE,TRUE,TRUE
50135,OLIN,Olin_0050135,TRUE,TRUE,TRUE,TRUE
50136,OLIN,Olin_0050136,TRUE,TRUE,TRUE,FALSE
50137,OLIN,Olin_0050137,TRUE,TRUE,TRUE,TRUE
50142,OHSU,OHSU_0050142,TRUE,TRUE,TRUE,FALSE
50143,OHSU,OHSU_0050143,TRUE,TRUE,TRUE,FALSE
50144,OHSU,OHSU_0050144,TRUE,TRUE,TRUE,FALSE
50145,OHSU,OHSU_0050145,TRUE,TRUE,TRUE,FALSE
50146,OHSU,OHSU_0050146,TRUE,TRUE,TRUE,FALSE
50147,OHSU,OHSU_0050147,TRUE,TRUE,TRUE,FALSE
50148,OHSU,OHSU_0050148,TRUE,TRUE,TRUE,FALSE
50149,OHSU,OHSU_0050149,TRUE,TRUE,TRUE,FALSE
50150,OHSU,OHSU_0050150,TRUE,TRUE,TRUE,FALSE
50152,OHSU,OHSU_0050152,TRUE,TRUE,TRUE,FALSE
50153,OHSU,OHSU_0050153,TRUE,TRUE,TRUE,FALSE
50155,OHSU,OHSU_0050155,TRUE,TRUE,TRUE,FALSE
50156,OHSU,OHSU_0050156,TRUE,TRUE,TRUE,FALSE
50157,OHSU,OHSU_0050157,TRUE,TRUE,TRUE,FALSE
50158,OHSU,OHSU_0050158,TRUE,TRUE,TRUE,FALSE
50159,OHSU,OHSU_0050159,TRUE,TRUE,TRUE,FALSE
50160,OHSU,OHSU_0050160,TRUE,TRUE,TRUE,FALSE
50161,OHSU,OHSU_0050161,TRUE,TRUE,TRUE,FALSE
50162,OHSU,OHSU_0050162,TRUE,TRUE,TRUE,FALSE
50163,OHSU,OHSU_0050163,TRUE,TRUE,TRUE,FALSE
50164,OHSU,OHSU_0050164,TRUE,TRUE,TRUE,FALSE
50165,OHSU,OHSU_0050165,TRUE,TRUE,TRUE,FALSE
50166,OHSU,OHSU_0050166,TRUE,TRUE,TRUE,FALSE
50167,OHSU,OHSU_0050167,TRUE,TRUE,TRUE,FALSE
50168,OHSU,OHSU_0050168,TRUE,TRUE,TRUE,FALSE
50169,OHSU,OHSU_0050169,TRUE,TRUE,TRUE,FALSE
50170,OHSU,OHSU_0050170,TRUE,TRUE,TRUE,FALSE
50171,OHSU,OHSU_0050171,TRUE,TRUE,TRUE,FALSE
50182,SDSU,SDSU_0050182,TRUE,TRUE,TRUE,FALSE
50183,SDSU,SDSU_0050183,TRUE,TRUE,TRUE,TRUE
50184,SDSU,SDSU_0050184,TRUE,TRUE,TRUE,TRUE
50185,SDSU,SDSU_0050185,TRUE,TRUE,TRUE,FALSE
50186,SDSU,SDSU_0050186,TRUE,TRUE,TRUE,TRUE
50187,SDSU,SDSU_0050187,TRUE,TRUE,TRUE,FALSE
50188,SDSU,SDSU_0050188,TRUE,TRUE,TRUE,TRUE
50189,SDSU,SDSU_0050189,TRUE,TRUE,TRUE,TRUE
50190,SDSU,SDSU_0050190,TRUE,TRUE,TRUE,FALSE
50191,SDSU,SDSU_0050191,TRUE,TRUE,TRUE,TRUE
50192,SDSU,SDSU_0050192,TRUE,TRUE,TRUE,FALSE
50193,SDSU,SDSU_0050193,TRUE,TRUE,TRUE,TRUE
50194,SDSU,SDSU_0050194,TRUE,TRUE,TRUE,TRUE
50195,SDSU,SDSU_0050195,TRUE,TRUE,TRUE,TRUE
50196,SDSU,SDSU_0050196,TRUE,TRUE,TRUE,TRUE
50197,SDSU,SDSU_0050197,TRUE,TRUE,TRUE,FALSE
50198,SDSU,SDSU_0050198,TRUE,TRUE,TRUE,TRUE
50199,SDSU,SDSU_0050199,TRUE,TRUE,TRUE,TRUE
50200,SDSU,SDSU_0050200,TRUE,TRUE,TRUE,TRUE
50201,SDSU,SDSU_0050201,TRUE,TRUE,TRUE,TRUE
50202,SDSU,SDSU_0050202,TRUE,TRUE,TRUE,TRUE
50203,SDSU,SDSU_0050203,TRUE,TRUE,TRUE,TRUE
50204,SDSU,SDSU_0050204,TRUE,TRUE,TRUE,TRUE
50205,SDSU,SDSU_0050205,TRUE,TRUE,TRUE,TRUE
50206,SDSU,SDSU_0050206,TRUE,TRUE,TRUE,TRUE
50207,SDSU,SDSU_0050207,TRUE,TRUE,TRUE,FALSE
50208,SDSU,SDSU_0050208,TRUE,TRUE,TRUE,TRUE
50209,SDSU,SDSU_0050209,TRUE,TRUE,TRUE,TRUE
50210,SDSU,SDSU_0050210,TRUE,TRUE,TRUE,TRUE
50211,SDSU,SDSU_0050211,TRUE,TRUE,TRUE,TRUE
50212,SDSU,SDSU_0050212,TRUE,TRUE,TRUE,FALSE
50213,SDSU,SDSU_0050213,TRUE,TRUE,TRUE,TRUE
50214,SDSU,SDSU_0050214,TRUE,TRUE,TRUE,TRUE
50215,SDSU,SDSU_0050215,TRUE,TRUE,TRUE,TRUE
50216,SDSU,SDSU_0050216,TRUE,TRUE,TRUE,FALSE
50217,SDSU,SDSU_0050217,TRUE,TRUE,TRUE,TRUE
50232,TRINITY,Trinity_0050232,TRUE,TRUE,TRUE,TRUE
50233,TRINITY,Trinity_0050233,TRUE,TRUE,TRUE,TRUE
50234,TRINITY,Trinity_0050234,TRUE,TRUE,TRUE,TRUE
50235,TRINITY,Trinity_0050235,TRUE,TRUE,TRUE,TRUE
50236,TRINITY,Trinity_0050236,TRUE,TRUE,TRUE,TRUE
50237,TRINITY,Trinity_0050237,TRUE,TRUE,TRUE,TRUE
50238,TRINITY,Trinity_0050238,TRUE,TRUE,TRUE,TRUE
50239,TRINITY,Trinity_0050239,TRUE,TRUE,TRUE,TRUE
50240,TRINITY,Trinity_0050240,TRUE,TRUE,TRUE,TRUE
50241,TRINITY,Trinity_0050241,TRUE,TRUE,TRUE,TRUE
50242,TRINITY,Trinity_0050242,TRUE,TRUE,TRUE,TRUE
50243,TRINITY,Trinity_0050243,TRUE,TRUE,TRUE,TRUE
50244,TRINITY,Trinity_0050244,TRUE,TRUE,TRUE,TRUE
50245,TRINITY,Trinity_0050245,TRUE,TRUE,TRUE,TRUE
50246,TRINITY,Trinity_0050246,TRUE,TRUE,TRUE,TRUE
50247,TRINITY,Trinity_0050247,TRUE,TRUE,TRUE,TRUE
50248,TRINITY,Trinity_0050248,TRUE,TRUE,TRUE,TRUE
50249,TRINITY,Trinity_0050249,TRUE,TRUE,TRUE,TRUE
50250,TRINITY,Trinity_0050250,TRUE,TRUE,TRUE,TRUE
50251,TRINITY,Trinity_0050251,TRUE,TRUE,TRUE,TRUE
50252,TRINITY,Trinity_0050252,TRUE,TRUE,TRUE,TRUE
50253,TRINITY,Trinity_0050253,TRUE,TRUE,TRUE,TRUE
50254,TRINITY,Trinity_0050254,TRUE,TRUE,TRUE,TRUE
50255,TRINITY,Trinity_0050255,TRUE,TRUE,TRUE,TRUE
50257,TRINITY,Trinity_0050257,TRUE,TRUE,TRUE,TRUE
50259,TRINITY,Trinity_0050259,TRUE,TRUE,TRUE,TRUE
50260,TRINITY,Trinity_0050260,TRUE,TRUE,TRUE,TRUE
50261,TRINITY,Trinity_0050261,TRUE,TRUE,TRUE,TRUE
50262,TRINITY,Trinity_0050262,TRUE,TRUE,TRUE,TRUE
50263,TRINITY,Trinity_0050263,TRUE,TRUE,TRUE,TRUE
50264,TRINITY,Trinity_0050264,TRUE,TRUE,TRUE,TRUE
50265,TRINITY,Trinity_0050265,TRUE,TRUE,TRUE,TRUE
50266,TRINITY,Trinity_0050266,TRUE,TRUE,TRUE,TRUE
50267,TRINITY,Trinity_0050267,TRUE,TRUE,TRUE,TRUE
50268,TRINITY,Trinity_0050268,TRUE,TRUE,TRUE,TRUE
50269,TRINITY,Trinity_0050269,TRUE,TRUE,TRUE,TRUE
50270,TRINITY,Trinity_0050270,TRUE,TRUE,TRUE,TRUE
50271,TRINITY,Trinity_0050271,TRUE,TRUE,TRUE,TRUE
50272,UM_1,UM_1_0050272,TRUE,TRUE,TRUE,TRUE
50273,UM_1,UM_1_0050273,TRUE,TRUE,TRUE,TRUE
50274,UM_1,UM_1_0050274,TRUE,TRUE,TRUE,TRUE
50275,UM_1,UM_1_0050275,TRUE,TRUE,TRUE,TRUE
50276,UM_1,UM_1_0050276,TRUE,TRUE,TRUE,TRUE
50277,UM_1,UM_1_0050277,TRUE,TRUE,TRUE,TRUE
50278,UM_1,UM_1_0050278,TRUE,TRUE,TRUE,FALSE
50279,UM_1,UM_1_0050279,TRUE,TRUE,TRUE,TRUE
50280,UM_1,UM_1_0050280,TRUE,TRUE,TRUE,TRUE
50281,UM_1,UM_1_0050281,TRUE,TRUE,TRUE,FALSE
50282,UM_1,UM_1_0050282,TRUE,TRUE,TRUE,TRUE
50283,UM_1,UM_1_0050283,TRUE,TRUE,TRUE,FALSE
50284,UM_1,UM_1_0050284,TRUE,TRUE,TRUE,TRUE
50285,UM_1,UM_1_0050285,TRUE,TRUE,TRUE,TRUE
50286,UM_1,UM_1_0050286,TRUE,TRUE,TRUE,TRUE
50287,UM_1,UM_1_0050287,TRUE,TRUE,TRUE,TRUE
50288,UM_1,UM_1_0050288,TRUE,TRUE,TRUE,FALSE
50289,UM_1,UM_1_0050289,TRUE,TRUE,TRUE,TRUE
50290,UM_1,UM_1_0050290,TRUE,TRUE,TRUE,TRUE
50291,UM_1,UM_1_0050291,TRUE,TRUE,TRUE,TRUE
50292,UM_1,UM_1_0050292,TRUE,TRUE,TRUE,TRUE
50293,UM_1,UM_1_0050293,TRUE,TRUE,TRUE,TRUE
50294,UM_1,UM_1_0050294,TRUE,TRUE,TRUE,TRUE
50295,UM_1,UM_1_0050295,TRUE,TRUE,TRUE,TRUE
50296,UM_1,UM_1_0050296,TRUE,TRUE,TRUE,TRUE
50297,UM_1,UM_1_0050297,TRUE,TRUE,TRUE,TRUE
50298,UM_1,UM_1_0050298,TRUE,TRUE,TRUE,TRUE
50299,UM_1,UM_1_0050299,TRUE,TRUE,TRUE,FALSE
50300,UM_1,UM_1_0050300,TRUE,TRUE,TRUE,TRUE
50301,UM_1,UM_1_0050301,TRUE,TRUE,TRUE,TRUE
50302,UM_1,UM_1_0050302,TRUE,TRUE,TRUE,TRUE
50303,UM_1,UM_1_0050303,TRUE,TRUE,TRUE,FALSE
50304,UM_1,UM_1_0050304,TRUE,TRUE,TRUE,TRUE
50305,UM_1,UM_1_0050305,TRUE,TRUE,TRUE,FALSE
50306,UM_1,UM_1_0050306,TRUE,TRUE,TRUE,FALSE
50307,UM_1,UM_1_0050307,TRUE,TRUE,TRUE,TRUE
50308,UM_1,UM_1_0050308,TRUE,TRUE,TRUE,TRUE
50309,UM_1,UM_1_0050309,TRUE,TRUE,TRUE,FALSE
50310,UM_1,UM_1_0050310,TRUE,TRUE,TRUE,TRUE
50311,UM_1,UM_1_0050311,TRUE,TRUE,TRUE,FALSE
50312,UM_1,UM_1_0050312,TRUE,TRUE,TRUE,TRUE
50313,UM_1,UM_1_0050313,TRUE,TRUE,TRUE,FALSE
50314,UM_1,UM_1_0050314,TRUE,TRUE,TRUE,TRUE
50315,UM_1,UM_1_0050315,TRUE,TRUE,TRUE,TRUE
50316,UM_1,UM_1_0050316,TRUE,TRUE,TRUE,TRUE
50317,UM_1,UM_1_0050317,TRUE,TRUE,TRUE,FALSE
50318,UM_1,UM_1_0050318,TRUE,TRUE,TRUE,TRUE
50319,UM_1,UM_1_0050319,TRUE,TRUE,TRUE,TRUE
50320,UM_1,UM_1_0050320,TRUE,TRUE,TRUE,TRUE
50321,UM_1,UM_1_0050321,TRUE,TRUE,TRUE,TRUE
50322,UM_1,UM_1_0050322,TRUE,TRUE,TRUE,FALSE
50323,UM_1,UM_1_0050323,TRUE,TRUE,TRUE,FALSE
50324,UM_1,UM_1_0050324,TRUE,TRUE,TRUE,TRUE
50325,UM_1,UM_1_0050325,TRUE,TRUE,TRUE,TRUE
50326,UM_1,UM_1_0050326,TRUE,TRUE,TRUE,TRUE
50327,UM_1,UM_1_0050327,TRUE,TRUE,TRUE,TRUE
50328,UM_1,UM_1_0050328,TRUE,TRUE,TRUE,TRUE
50329,UM_1,UM_1_0050329,TRUE,TRUE,TRUE,TRUE
50330,UM_1,UM_1_0050330,TRUE,TRUE,TRUE,TRUE
50331,UM_1,UM_1_0050331,TRUE,TRUE,TRUE,TRUE
50332,UM_1,UM_1_0050332,TRUE,TRUE,TRUE,TRUE
50333,UM_1,UM_1_0050333,TRUE,TRUE,TRUE,TRUE
50334,UM_1,UM_1_0050334,TRUE,TRUE,TRUE,TRUE
50335,UM_1,UM_1_0050335,TRUE,TRUE,TRUE,TRUE
50336,UM_1,UM_1_0050336,TRUE,TRUE,TRUE,TRUE
50337,UM_1,UM_1_0050337,TRUE,TRUE,TRUE,TRUE
50338,UM_1,UM_1_0050338,TRUE,TRUE,TRUE,TRUE
50339,UM_1,UM_1_0050339,TRUE,TRUE,TRUE,TRUE
50340,UM_1,UM_1_0050340,TRUE,TRUE,TRUE,TRUE
50341,UM_1,UM_1_0050341,TRUE,TRUE,TRUE,TRUE
50342,UM_1,UM_1_0050342,TRUE,TRUE,TRUE,TRUE
50343,UM_1,UM_1_0050343,TRUE,TRUE,TRUE,TRUE
50344,UM_1,UM_1_0050344,TRUE,TRUE,TRUE,TRUE
50345,UM_1,UM_1_0050345,TRUE,TRUE,TRUE,FALSE
50346,UM_1,UM_1_0050346,TRUE,TRUE,TRUE,TRUE
50347,UM_1,UM_1_0050347,TRUE,TRUE,TRUE,TRUE
50348,UM_1,UM_1_0050348,TRUE,TRUE,TRUE,TRUE
50349,UM_1,UM_1_0050349,TRUE,TRUE,TRUE,TRUE
50350,UM_1,UM_1_0050350,TRUE,TRUE,TRUE,TRUE
50351,UM_1,UM_1_0050351,TRUE,TRUE,TRUE,TRUE
50352,UM_1,UM_1_0050352,TRUE,TRUE,TRUE,TRUE
50353,UM_1,UM_1_0050353,TRUE,TRUE,TRUE,TRUE
50354,UM_1,UM_1_0050354,TRUE,TRUE,TRUE,TRUE
50355,UM_1,UM_1_0050355,TRUE,TRUE,TRUE,TRUE
50356,UM_1,UM_1_0050356,TRUE,TRUE,TRUE,TRUE
50357,UM_1,UM_1_0050357,TRUE,TRUE,TRUE,TRUE
50358,UM_1,UM_1_0050358,TRUE,TRUE,TRUE,TRUE
50359,UM_1,UM_1_0050359,TRUE,TRUE,TRUE,TRUE
50360,UM_1,UM_1_0050360,TRUE,TRUE,TRUE,TRUE
50361,UM_1,UM_1_0050361,TRUE,TRUE,TRUE,TRUE
50362,UM_1,UM_1_0050362,TRUE,TRUE,TRUE,TRUE
50363,UM_1,UM_1_0050363,TRUE,TRUE,TRUE,TRUE
50364,UM_1,UM_1_0050364,TRUE,TRUE,TRUE,TRUE
50365,UM_1,UM_1_0050365,TRUE,TRUE,TRUE,TRUE
50366,UM_1,UM_1_0050366,TRUE,TRUE,TRUE,TRUE
50367,UM_1,UM_1_0050367,TRUE,TRUE,TRUE,TRUE
50368,UM_1,UM_1_0050368,TRUE,TRUE,TRUE,TRUE
50369,UM_1,UM_1_0050369,TRUE,TRUE,TRUE,TRUE
50370,UM_1,UM_1_0050370,TRUE,TRUE,TRUE,TRUE
50371,UM_1,UM_1_0050371,TRUE,TRUE,TRUE,TRUE
50372,UM_1,UM_1_0050372,TRUE,TRUE,TRUE,TRUE
50373,UM_1,UM_1_0050373,TRUE,TRUE,TRUE,TRUE
50374,UM_1,UM_1_0050374,TRUE,TRUE,TRUE,TRUE
50375,UM_1,UM_1_0050375,TRUE,TRUE,TRUE,TRUE
50376,UM_1,UM_1_0050376,TRUE,TRUE,TRUE,FALSE
50377,UM_1,UM_1_0050377,TRUE,TRUE,TRUE,TRUE
50378,UM_1,UM_1_0050378,TRUE,TRUE,TRUE,TRUE
50379,UM_1,UM_1_0050379,TRUE,TRUE,TRUE,TRUE
50380,UM_1,UM_1_0050380,TRUE,TRUE,TRUE,TRUE
50381,UM_1,UM_1_0050381,TRUE,TRUE,TRUE,TRUE
50382,UM_2,UM_2_0050382,TRUE,TRUE,TRUE,TRUE
50383,UM_2,UM_2_0050383,TRUE,TRUE,TRUE,TRUE
50385,UM_2,UM_2_0050385,TRUE,TRUE,TRUE,TRUE
50386,UM_2,UM_2_0050386,TRUE,TRUE,TRUE,TRUE
50387,UM_2,UM_2_0050387,TRUE,TRUE,TRUE,TRUE
50388,UM_2,UM_2_0050388,TRUE,TRUE,TRUE,TRUE
50390,UM_2,UM_2_0050390,TRUE,TRUE,TRUE,TRUE
50391,UM_2,UM_2_0050391,TRUE,TRUE,TRUE,TRUE
50397,UM_2,UM_2_0050397,TRUE,TRUE,TRUE,TRUE
50399,UM_2,UM_2_0050399,TRUE,TRUE,TRUE,TRUE
50402,UM_2,UM_2_0050402,TRUE,TRUE,TRUE,TRUE
50403,UM_2,UM_2_0050403,TRUE,TRUE,TRUE,TRUE
50404,UM_2,UM_2_0050404,TRUE,TRUE,TRUE,TRUE
50405,UM_2,UM_2_0050405,TRUE,TRUE,TRUE,TRUE
50406,UM_2,UM_2_0050406,TRUE,TRUE,TRUE,TRUE
50407,UM_2,UM_2_0050407,TRUE,TRUE,TRUE,TRUE
50408,UM_2,UM_2_0050408,TRUE,TRUE,TRUE,TRUE
50410,UM_2,UM_2_0050410,TRUE,TRUE,TRUE,TRUE
50411,UM_2,UM_2_0050411,TRUE,TRUE,TRUE,TRUE
50412,UM_2,UM_2_0050412,TRUE,TRUE,TRUE,TRUE
50413,UM_2,UM_2_0050413,TRUE,TRUE,TRUE,TRUE
50414,UM_2,UM_2_0050414,TRUE,TRUE,TRUE,TRUE
50415,UM_2,UM_2_0050415,TRUE,TRUE,TRUE,TRUE
50416,UM_2,UM_2_0050416,TRUE,TRUE,TRUE,TRUE
50417,UM_2,UM_2_0050417,TRUE,TRUE,TRUE,TRUE
50418,UM_2,UM_2_0050418,TRUE,TRUE,TRUE,TRUE
50419,UM_2,UM_2_0050419,TRUE,TRUE,TRUE,TRUE
50421,UM_2,UM_2_0050421,TRUE,TRUE,TRUE,TRUE
50422,UM_2,UM_2_0050422,TRUE,TRUE,TRUE,TRUE
50423,UM_2,UM_2_0050423,TRUE,TRUE,TRUE,FALSE
50424,UM_2,UM_2_0050424,TRUE,TRUE,TRUE,TRUE
50425,UM_2,UM_2_0050425,TRUE,TRUE,TRUE,TRUE
50426,UM_2,UM_2_0050426,TRUE,TRUE,TRUE,TRUE
50427,UM_2,UM_2_0050427,TRUE,TRUE,TRUE,TRUE
50428,UM_2,UM_2_0050428,TRUE,TRUE,TRUE,TRUE
50432,USM,USM_0050432,TRUE,TRUE,TRUE,TRUE
50433,USM,USM_0050433,TRUE,TRUE,TRUE,TRUE
50434,USM,USM_0050434,TRUE,TRUE,TRUE,TRUE
50435,USM,USM_0050435,TRUE,TRUE,TRUE,TRUE
50436,USM,USM_0050436,TRUE,TRUE,TRUE,TRUE
50437,USM,USM_0050437,TRUE,TRUE,TRUE,TRUE
50438,USM,USM_0050438,TRUE,TRUE,TRUE,TRUE
50439,USM,USM_0050439,TRUE,TRUE,TRUE,TRUE
50440,USM,USM_0050440,TRUE,TRUE,TRUE,TRUE
50441,USM,USM_0050441,TRUE,TRUE,TRUE,TRUE
50442,USM,USM_0050442,TRUE,TRUE,TRUE,TRUE
50443,USM,USM_0050443,TRUE,TRUE,TRUE,TRUE
50444,USM,USM_0050444,TRUE,TRUE,TRUE,TRUE
50445,USM,USM_0050445,TRUE,TRUE,TRUE,TRUE
50446,USM,USM_0050446,TRUE,TRUE,TRUE,TRUE
50447,USM,USM_0050447,TRUE,TRUE,TRUE,TRUE
50448,USM,USM_0050448,TRUE,TRUE,TRUE,TRUE
50449,USM,USM_0050449,TRUE,TRUE,TRUE,TRUE
50450,USM,USM_0050450,TRUE,TRUE,TRUE,TRUE
50451,USM,USM_0050451,TRUE,TRUE,TRUE,TRUE
50452,USM,USM_0050452,TRUE,TRUE,TRUE,TRUE
50453,USM,USM_0050453,TRUE,TRUE,TRUE,TRUE
50454,USM,USM_0050454,TRUE,TRUE,TRUE,TRUE
50455,USM,USM_0050455,TRUE,TRUE,TRUE,TRUE
50456,USM,USM_0050456,TRUE,TRUE,TRUE,TRUE
50457,USM,USM_0050457,TRUE,TRUE,TRUE,TRUE
50458,USM,USM_0050458,TRUE,TRUE,TRUE,TRUE
50459,USM,USM_0050459,TRUE,TRUE,TRUE,TRUE
50460,USM,USM_0050460,TRUE,TRUE,TRUE,TRUE
50461,USM,USM_0050461,TRUE,TRUE,TRUE,TRUE
50462,USM,USM_0050462,TRUE,TRUE,TRUE,TRUE
50463,USM,USM_0050463,TRUE,TRUE,TRUE,TRUE
50464,USM,USM_0050464,TRUE,TRUE,TRUE,TRUE
50465,USM,USM_0050465,TRUE,TRUE,TRUE,TRUE
50466,USM,USM_0050466,TRUE,TRUE,TRUE,TRUE
50467,USM,USM_0050467,TRUE,TRUE,TRUE,TRUE
50468,USM,USM_0050468,TRUE,TRUE,TRUE,TRUE
50469,USM,USM_0050469,TRUE,TRUE,TRUE,TRUE
50470,USM,USM_0050470,TRUE,TRUE,TRUE,TRUE
50471,USM,USM_0050471,TRUE,TRUE,TRUE,TRUE
50472,USM,USM_0050472,TRUE,TRUE,TRUE,TRUE
50473,USM,USM_0050473,TRUE,TRUE,TRUE,TRUE
50474,USM,USM_0050474,TRUE,TRUE,TRUE,TRUE
