SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
Yale_50602,1111,901,2835,1436,380,3864,4297,3013,1215,4981,3170,3216,1691,3194,834,1392,1528,732,1191,1198,4904,1479,5415,4405,963,5845,6983,6513,4239,3967,117,508,478,2200,827,787,2820,1718,415,3753,5736,3902,958,4714,2721,3238,2050,3263,796,1731,1318,885,1452,1381,4785,1244,5787,4328,745,5795,6620,6564,3635,3842,312,484,383,2261,2.89987,2.84642,90196.4,91248.9,1.45169e+06
Yale_50603,955,591,2508,1413,340,3055,4987,3458,1282,5675,2347,2977,1868,3090,765,1379,1792,539,1399,1512,4046,1283,4939,4148,1037,6756,7766,5678,3980,3834,284,574,494,2167,839,850,2329,1673,426,3716,5407,3520,983,4869,2788,3125,2212,3146,689,1696,1328,945,1174,1588,4016,1273,5158,4353,643,6961,7339,5846,3726,4085,404,514,370,2001,2.40099,2.44067,88920.4,89991.5,1.47847e+06
Yale_50604,767,581,2521,1399,334,2802,3612,2331,833,4288,2429,2168,1431,2236,590,1342,1581,529,1191,1135,3570,966,4699,3428,489,5722,6724,5287,3269,3340,224,458,473,2029,667,616,2591,1360,285,2824,4305,2704,854,3852,1822,2380,1580,2591,560,1476,1325,635,1160,1239,3352,974,4158,3878,441,5684,7396,5173,2951,3306,240,352,370,1784,2.61139,2.59647,74775.3,74886.8,1.40395e+06
Yale_50605,1050,625,3518,1534,378,3514,5689,3008,1068,6835,3198,2883,2086,2972,668,1641,2240,704,1455,1497,5179,1107,5879,4457,1073,6909,8036,6694,3750,3864,372,597,581,2507,1061,1005,3004,2120,362,4327,6752,3336,1018,5979,2677,3176,2018,3123,756,1835,2067,869,2072,1450,4500,1505,5572,5088,848,7154,8303,7328,3797,4021,365,540,455,2581,2.48857,2.47216,97571.5,101063,1.67539e+06
Yale_50606,1151,837,2726,1444,542,3735,6088,3334,1002,5491,3021,3642,1901,2818,694,1477,1425,583,1520,1581,4821,1230,5615,4677,1112,6789,8241,5771,4458,4098,240,571,545,2982,1014,931,2650,1466,538,3944,6435,3357,1311,5093,3112,3549,2168,3147,832,1837,1180,986,1704,1716,5278,1235,5283,4794,646,7518,7569,5846,4147,3462,241,513,364,2565,2.21941,2.20627,96161.9,96429.1,1.51375e+06
Yale_50607,743,619,2711,1491,372,3681,4735,2949,1156,5580,2775,2970,2300,2727,871,1563,2308,587,1315,1165,4173,1649,5607,4618,646,6366,8589,6482,4061,5122,229,471,643,2553,847,626,2274,1949,344,3244,6195,3296,1359,5768,3000,2917,1881,3474,742,1636,2100,961,1823,1725,4216,1347,5691,5174,619,6693,8425,6471,4229,3796,328,612,438,2653,2.36778,2.29716,93827.6,96853.1,1.67453e+06
Yale_50608,1136,697,2954,1532,440,3250,5035,2796,1216,5195,2731,3417,1936,3088,712,1622,2188,621,1359,1716,4866,1262,4852,4520,666,6813,8257,7679,4052,3849,264,586,445,2283,875,977,2442,1653,357,3264,5473,3151,1173,5817,3050,3296,2287,3697,759,1754,1591,1002,1738,1934,4457,1060,5502,4346,902,6854,7904,6467,4390,4306,332,521,377,2321,2.52806,2.53753,94034,96028.8,1.42987e+06
Yale_50609,927,578,2572,1491,302,2797,4640,2396,1147,4307,2389,2761,1413,2316,736,1449,1729,641,1382,1318,4217,1215,5445,3903,634,6256,8110,5685,3771,4381,257,522,433,1975,785,968,2631,1517,197,2737,5390,2564,853,5010,2458,2612,1513,3102,678,1869,1398,854,1833,1316,3841,1286,5232,4433,538,6600,7058,5919,3677,3426,291,373,300,2150,2.51473,2.48796,84096.4,85407.7,1.49355e+06
Yale_50610,907,625,3287,1663,364,3223,5186,3261,1144,5034,2415,2888,1437,2882,675,1441,2082,694,1431,1447,4048,1177,5190,3871,782,6149,7485,5888,3563,3542,195,549,492,2069,840,732,3064,1432,233,3103,5287,2612,1040,4972,2108,2919,1880,3220,612,1680,1434,748,1633,1508,3620,1344,5486,4068,514,6183,7644,6195,3503,2907,282,457,416,2014,2.4782,2.41916,87086.2,85689.9,1.49837e+06
Yale_50611,938,592,2736,1641,308,3377,5159,2784,1089,4569,2654,3407,1759,3176,626,1933,1854,674,1603,1335,4674,1342,6044,3841,837,5874,8391,6400,4144,4146,227,559,453,2236,919,799,2848,1638,429,3373,6127,2826,982,4774,2237,3672,1777,3347,714,1921,1752,753,1718,1616,4483,1423,5532,4045,704,6000,7667,6458,3576,4405,392,452,404,2345,2.34909,2.4214,91381.3,92107.5,1.3262e+06
Yale_50612,723,491,2002,1581,441,3416,4174,2471,1165,5504,2185,3147,1565,2061,544,1914,1443,465,974,1624,3889,1147,5048,3755,723,5627,8075,5669,2914,3276,262,565,453,1863,799,662,1842,2001,420,3494,5326,2957,868,4870,2170,2804,1790,3164,570,1608,1258,722,1167,1507,4466,1021,5591,4217,552,5788,7073,5702,3432,3743,265,437,415,1914,2.44132,2.5589,81156.8,84614.7,1.48552e+06
Yale_50613,923,717,2911,1471,390,3540,5925,2979,1171,5862,2267,2937,1721,2606,679,1379,1778,616,1433,1477,4904,1358,5656,4384,694,6032,8032,6533,3709,4059,241,596,602,2188,651,681,2770,1677,462,3685,5485,3106,1027,5486,1918,3053,1810,2796,564,1738,1631,666,1566,1603,4503,1111,5542,4585,581,6388,7931,6847,3293,4293,398,517,429,2226,2.36095,2.39361,91772.6,91021.2,1.50549e+06
Yale_50614,799,529,2594,1251,179,2299,4430,2494,904,4715,1915,2780,1324,2719,445,1537,1261,532,1006,1252,4336,1061,4756,3500,662,5483,7520,5071,3296,3365,200,404,389,1734,675,786,2211,1737,296,2680,4865,2761,735,4578,1956,2747,1547,2627,738,1637,1154,709,1274,1218,3655,870,4922,3509,719,5651,7144,5325,2849,3455,354,405,344,1728,2.30197,2.36873,76738.5,77859,1.41729e+06
Yale_50615,745,508,2053,1459,330,2416,3428,2034,832,4190,1742,2245,1108,1995,510,1138,1547,473,860,1026,3343,974,4053,2776,427,4091,5492,4396,2693,2545,183,424,418,1404,895,551,1780,1281,300,2346,4123,2367,785,4134,1504,2835,1066,2576,460,1224,1181,625,1174,1011,3173,979,4271,3195,390,4553,5769,3984,2784,2181,257,448,217,1408,2.45019,2.49472,63858.4,65826,1.02967e+06
Yale_50616,1059,613,2950,1262,264,3777,4623,3034,988,4895,2511,3244,1640,2734,750,1377,1668,721,1355,1436,5074,1231,5070,4047,868,6368,7747,5758,3984,3954,317,533,492,2146,810,775,2798,1548,241,3398,4767,3123,1125,5066,2498,3351,2100,3320,735,1506,1593,970,1628,1612,4273,1007,4612,4068,779,6605,7503,5415,3704,3855,325,524,386,2103,2.6082,2.56417,88491.1,88120.9,1.49541e+06
Yale_50617,586,290,1420,998,191,1779,3628,1391,733,3880,1334,1679,1037,1758,304,1105,1032,385,833,683,3162,804,3493,2550,208,3160,5034,3964,2456,2204,152,347,345,1563,383,478,1185,930,273,1377,3475,1615,745,3549,1281,1863,961,2006,447,1148,885,364,994,691,3328,724,3807,2911,336,3497,4263,4506,2039,2292,260,354,217,1487,2.30516,2.37726,54486,54671.6,1.16214e+06
Yale_50618,747,393,1230,1010,302,1747,3671,1499,956,3198,1662,2099,1109,1693,636,1087,1035,391,1041,967,3072,932,3380,3093,443,2396,5448,5025,2584,3164,265,475,405,1912,718,586,1258,1329,279,2393,4223,1772,937,4020,1455,2473,1187,2067,546,1273,693,664,949,1140,2464,762,3586,3240,365,2940,5432,4405,2315,2419,364,472,298,2026,2.15177,2.27324,59068,61049.4,1.41161e+06
Yale_50619,1329,550,2514,1312,252,3274,5149,3568,1128,5099,2772,2798,1600,3445,794,1931,1679,678,1372,1154,5137,950,5034,3982,961,6237,8746,5502,3930,4442,181,520,471,2308,1192,788,2213,1471,299,3106,5554,3733,1034,4717,2355,3341,1778,3728,634,1943,1490,735,1560,1378,4942,1358,5507,4044,924,6166,8028,5912,3579,4142,295,489,391,2264,2.26069,2.26584,90799.8,91089.6,1.59947e+06
Yale_50620,592,434,1787,1227,332,3063,3333,2052,750,4167,2235,2480,1308,1879,567,1108,1332,491,1084,1155,3801,980,3907,3773,503,5058,6221,5729,2677,3499,255,572,529,1936,726,578,1709,1391,376,2569,4073,2772,695,4224,1755,2386,1442,2829,496,1484,984,649,1073,1360,3377,932,3902,3404,404,5750,6311,4744,3193,3059,284,431,261,1738,2.45816,2.56745,70812.5,71362.1,1.20213e+06
Yale_50621,699,535,1986,1371,252,2761,3150,2324,793,4497,2361,2478,1644,2040,587,1364,1154,402,1069,975,3566,1044,4177,3296,800,4796,6401,4719,2940,2633,175,481,311,1587,653,624,1541,1358,322,2816,3768,2709,764,3985,1895,2621,1648,2392,623,1455,1067,545,1206,1139,3348,914,4484,3618,454,4789,6478,5103,2571,2822,338,572,226,1781,2.48751,2.51223,69368.1,70627.8,1.26822e+06
Yale_50622,975,421,2155,1157,352,2774,4638,2480,962,4620,1591,2392,1365,2409,676,1377,1290,566,1152,951,3953,993,4322,3842,752,5474,6514,5505,3307,3183,216,517,322,1708,766,686,2059,1359,283,2510,4479,2422,1054,4352,1931,2804,1591,3395,636,1527,1136,586,1056,1181,3362,1031,4151,3658,569,5088,6733,5355,2744,3293,308,459,316,1735,2.34489,2.38888,74911.8,74609,1.33999e+06
Yale_50623,846,620,2120,1450,445,3510,4375,3114,1220,4640,2285,2754,1594,2901,740,1235,1731,597,1378,1243,4136,1067,4572,3490,706,5149,7559,6092,3754,4090,214,455,476,1750,908,651,2218,1429,406,3719,5439,2867,956,5232,1779,2710,1416,2617,685,1484,1400,791,1400,1303,4162,1247,4742,3798,512,5841,7273,5785,3437,3753,299,418,362,1828,2.37533,2.4194,82306.8,82869,1.4126e+06
Yale_50624,784,451,2078,1194,250,2459,3643,1947,727,3997,1580,2563,1316,2176,580,1391,1490,442,1241,1017,3543,921,4233,2955,290,4109,6494,4730,3161,2838,296,308,395,1747,674,482,1759,1255,221,2058,4355,2330,685,4343,1288,2445,1314,2351,572,1231,995,568,1067,1259,3202,906,3993,3135,255,4325,5922,4299,2602,2259,322,291,216,1497,2.54333,2.49744,67344.5,64476.4,1.13994e+06
Yale_50625,684,548,1760,843,261,3095,4320,2797,814,4837,1968,2768,1410,2364,702,1567,1350,526,1410,1169,3895,1059,4153,3521,609,4645,6908,4831,3272,3127,274,535,410,1752,669,696,1555,1266,391,2686,4650,2729,663,4229,1849,2265,1549,2476,590,1475,991,942,1377,962,3929,1048,3979,3841,547,4832,5957,5738,2824,3717,300,442,301,1661,2.6536,2.616,74185,73126.9,1.31102e+06
Yale_50626,677,685,3216,1952,493,3282,4127,3382,1244,5755,2696,3520,1757,2911,630,1729,2032,657,1348,1713,4827,1206,5361,4674,833,6747,8281,7081,4012,4802,254,620,653,2123,1105,992,2801,1952,440,3438,5957,3693,1228,5492,2031,3569,1695,3094,785,1993,1789,700,1900,1850,5055,1612,5270,4291,776,6931,8742,7582,3367,3084,373,579,352,2121,2.37563,2.45044,95281.5,96635.4,1.64596e+06
