SubjID,L_bankssts_surfavg,L_caudalanteriorcingulate_surfavg,L_caudalmiddlefrontal_surfavg,L_cuneus_surfavg,L_entorhinal_surfavg,L_fusiform_surfavg,L_inferiorparietal_surfavg,L_inferiortemporal_surfavg,L_isthmuscingulate_surfavg,L_lateraloccipital_surfavg,L_lateralorbitofrontal_surfavg,L_lingual_surfavg,L_medialorbitofrontal_surfavg,L_middletemporal_surfavg,L_parahippocampal_surfavg,L_paracentral_surfavg,L_parsopercularis_surfavg,L_parsorbitalis_surfavg,L_parstriangularis_surfavg,L_pericalcarine_surfavg,L_postcentral_surfavg,L_posteriorcingulate_surfavg,L_precentral_surfavg,L_precuneus_surfavg,L_rostralanteriorcingulate_surfavg,L_rostralmiddlefrontal_surfavg,L_superiorfrontal_surfavg,L_superiorparietal_surfavg,L_superiortemporal_surfavg,L_supramarginal_surfavg,L_frontalpole_surfavg,L_temporalpole_surfavg,L_transversetemporal_surfavg,L_insula_surfavg,R_bankssts_surfavg,R_caudalanteriorcingulate_surfavg,R_caudalmiddlefrontal_surfavg,R_cuneus_surfavg,R_entorhinal_surfavg,R_fusiform_surfavg,R_inferiorparietal_surfavg,R_inferiortemporal_surfavg,R_isthmuscingulate_surfavg,R_lateraloccipital_surfavg,R_lateralorbitofrontal_surfavg,R_lingual_surfavg,R_medialorbitofrontal_surfavg,R_middletemporal_surfavg,R_parahippocampal_surfavg,R_paracentral_surfavg,R_parsopercularis_surfavg,R_parsorbitalis_surfavg,R_parstriangularis_surfavg,R_pericalcarine_surfavg,R_postcentral_surfavg,R_posteriorcingulate_surfavg,R_precentral_surfavg,R_precuneus_surfavg,R_rostralanteriorcingulate_surfavg,R_rostralmiddlefrontal_surfavg,R_superiorfrontal_surfavg,R_superiorparietal_surfavg,R_superiortemporal_surfavg,R_supramarginal_surfavg,R_frontalpole_surfavg,R_temporalpole_surfavg,R_transversetemporal_surfavg,R_insula_surfavg,LThickness,RThickness,LSurfArea,RSurfArea,ICV
UM_50291,1001,836,2254,1376,262,3368,4598,3149,1025,3853,2602,2785,1854,2908,538,1412,1335,595,1130,1350,3489,1134,4515,3335,844,5313,6703,4873,3316,3310,261,441,379,1766,838,799,2209,1457,190,2976,4980,2508,1135,4058,2702,3082,1627,2744,599,1587,1130,795,1216,1638,3426,1141,4734,3585,570,5585,6541,4831,2996,3326,262,332,306,1857,2.49986,2.45973,77908.8,77762.1,1.33344e+06
UM_50292,932,952,2855,1432,444,3618,4160,2821,1322,5405,2662,3108,2149,2532,751,1236,1597,712,1232,1189,4727,1166,5659,4398,1192,6221,7882,5817,4051,4855,235,643,508,2331,948,498,2373,1589,423,3434,5876,3021,1167,5295,2612,2834,2072,3560,795,1604,1603,752,1482,1421,4154,992,5280,4470,531,5920,8608,5988,3590,3854,313,401,433,2066,2.60871,2.59172,90795.5,89958.8,1.55467e+06
UM_50293,956,952,2814,1991,486,3976,4936,3485,1039,5686,2986,4549,1866,3645,953,1458,2029,760,1416,1968,4404,1437,5511,5295,1100,7284,8774,7257,4115,4979,166,552,450,2034,1128,785,2712,2055,267,3343,5238,3327,1205,6022,3236,4001,1822,3481,940,1743,1749,936,2246,2042,4417,1484,5653,5222,809,7465,7804,6861,3919,4683,328,316,374,1966,2.56266,2.57802,101306,99578.8,1.62589e+06
UM_50294,990,668,2558,1524,439,3159,3881,3116,1137,4480,3166,2958,2257,2787,680,1362,2105,755,1404,1362,4394,1216,5119,4214,684,5746,7333,6341,4001,4468,173,431,515,2208,1022,768,2204,1534,450,2969,4511,3008,1087,5006,3089,3196,1955,3160,599,1380,1921,1021,1762,1391,3872,1297,5139,4666,548,5793,6889,5793,3821,4031,369,439,431,2848,2.63033,2.52406,87633.3,87969.6,1.50408e+06
UM_50295,1443,791,2684,1761,530,4220,5824,3382,1384,5783,3486,3351,2011,3304,883,1605,1912,822,1595,1417,4832,1389,5641,4483,1040,6735,7661,6150,4371,4937,223,534,576,2754,909,809,2380,1612,461,4176,5779,4172,1120,5234,3390,3623,2282,3754,878,2015,1980,991,1750,1596,4371,1613,5392,4423,773,5980,8270,6487,3821,5756,384,375,501,2209,2.58597,2.61513,99510.9,99268.7,1.62435e+06
UM_50296,961,590,2511,1713,373,3829,5189,3105,992,4716,2869,3511,1812,3014,721,1739,1663,723,1470,1396,4541,1431,5901,4240,763,5621,7858,5802,4117,4362,231,361,615,2015,1059,1033,2072,1719,378,4276,5767,2682,839,5103,2288,3151,1710,3177,807,1679,1687,914,1410,1409,4380,1329,5999,4238,917,5943,6979,6031,4032,4030,344,353,518,2006,2.35543,2.39352,90752.9,90257.9,1.51105e+06
UM_50297,1353,553,2540,1518,686,4105,5040,4125,1055,5342,3277,4259,1972,3710,822,1218,1615,721,1325,1496,4502,1195,5460,4227,874,6700,7653,6446,4041,4311,246,514,501,2229,1089,837,2222,1522,418,3422,6677,3546,1057,4315,3605,3501,2043,4005,708,1537,1417,908,1641,1558,4075,1254,4864,4164,692,6408,8228,6456,3815,3812,316,499,336,2285,2.52548,2.4902,95630.5,93233.5,1.61837e+06
UM_50298,848,544,2293,1633,452,3111,4102,3217,904,4937,2250,3597,1476,2537,879,1244,1702,653,1531,1431,4443,1126,4918,3697,726,5043,6953,5998,2956,4291,255,593,345,2065,944,694,1833,1440,408,3211,5250,2629,712,4969,2442,3072,1477,2883,869,1777,1321,728,1691,1419,4226,1542,4871,3922,526,6006,6413,5899,3087,3783,338,485,339,2130,2.63501,2.63197,82751.9,83335.9,1.45387e+06
UM_50300,712,534,1896,1252,347,3380,3388,2247,881,4209,2256,3022,1641,2418,535,1356,1672,581,1080,1369,3500,1011,4002,3196,653,4790,5387,5477,3178,3513,199,414,389,1820,740,639,1638,1313,461,2513,4314,2489,760,4224,2234,2930,1315,2764,524,1492,1116,626,1479,1434,3416,999,3983,3112,478,5026,5645,4937,3128,2709,313,296,305,1891,2.7559,2.72099,72302.7,71244.4,1.21982e+06
UM_50301,1231,619,2697,1664,436,3378,5201,3446,1114,5583,3107,3022,2194,3441,1305,1343,1986,615,1255,1455,4433,1114,4909,3852,773,5969,8064,6030,3788,4058,161,491,421,2163,680,1169,2313,1552,709,3757,5883,3402,1023,4886,3184,3615,1891,3146,967,1567,1471,861,1561,1774,4262,1325,4853,4292,864,6834,6483,6494,3856,3828,306,531,324,2714,2.54454,2.50955,91316.1,92373.4,1.60641e+06
UM_50302,1026,736,2419,1552,347,2929,3777,2757,712,4546,2164,3359,1529,2749,679,1227,1255,577,972,1440,4316,1025,4647,3242,926,4972,6284,5161,3590,3194,239,373,437,1763,878,633,2073,1765,303,3004,4890,2518,788,4531,2305,3305,1478,3052,785,1414,1289,700,1046,1613,3911,1142,4397,3348,599,5597,6056,5182,3474,3184,262,406,324,1734,2.6053,2.70934,76920.2,77988.2,1.34212e+06
UM_50304,1104,730,3027,1448,431,3719,5397,3686,1004,5498,2907,3250,1633,3202,769,1755,1771,720,1318,1125,4278,1426,5268,2954,658,5213,8264,5387,3719,3624,259,507,499,2186,997,619,2619,1333,563,3342,6057,2760,938,5457,2849,3171,1921,2906,658,1763,1831,841,1247,1385,4094,1530,5142,3735,528,6089,8217,5670,3696,4010,300,355,389,2082,2.63689,2.5441,88734.7,89094.3,1.5794e+06
UM_50307,809,362,1966,1100,553,3029,4077,2402,937,4177,2471,1855,1392,2199,611,1421,1585,505,1481,849,3940,1085,4753,3285,436,4312,6524,4509,3325,3842,256,395,431,2353,738,591,1577,1350,387,3011,4498,2830,936,5140,2547,2563,1723,2698,624,1732,1338,679,1650,1230,4040,1029,5185,3302,442,4893,6606,4569,3292,4377,326,304,315,2124,2.48376,2.42213,73225.3,78645.9,1.23497e+06
UM_50308,835,495,2322,1569,496,3229,3972,3408,762,4663,2225,2815,1716,3046,826,1205,1743,690,1442,1279,4047,990,4569,3575,734,5596,7436,5255,4587,4428,235,591,504,2239,871,726,2018,1568,360,2793,5093,2640,686,4621,2651,2976,1679,2906,746,1681,1183,738,1481,1342,3844,1102,4782,3551,560,5465,7126,5656,3341,3452,256,240,416,1995,2.55826,2.51097,83521.1,80544.6,1.48266e+06
UM_50310,854,847,2482,1536,416,4130,5468,4539,1050,5174,2834,3511,1698,2873,799,1676,2386,701,1511,1519,4705,1464,5440,4177,907,6202,7471,6734,4332,4917,235,551,468,2506,1056,901,3036,1522,429,3804,6450,3765,1098,4654,2614,3678,1766,3876,815,1812,2081,658,1837,1546,4702,1571,5340,4546,495,6427,7427,5915,3685,4744,390,553,342,2277,2.69197,2.71102,96112.6,95811.5,1.58024e+06
UM_50312,1254,913,2604,1451,423,4683,4647,3880,1759,7228,3091,2087,2181,2923,1073,1731,1998,598,1122,1307,5459,1445,6433,2919,1183,6281,7695,6882,4330,3718,239,576,524,2293,1676,638,2943,495,458,4405,6718,3209,1452,4402,3419,3355,1958,4048,617,1955,1824,778,1864,698,5019,1376,5949,3921,510,6714,8202,5616,3986,4722,242,402,485,2440,2.33701,2.40844,96932.3,96497.4,1.60804e+06
UM_50314,1139,553,3219,1323,672,3238,4908,3919,1015,4500,3035,3134,1954,3447,842,1525,1618,743,1212,1348,4313,1303,5967,3724,1012,6768,8853,6064,4363,5200,205,601,456,2219,827,829,2883,1268,367,3899,5789,3502,1038,4238,2847,2889,2016,4049,737,1774,1257,806,1277,1259,4450,1425,5716,4048,744,7494,7326,5474,3986,4340,360,422,372,2196,2.55629,2.57521,94389.8,91907.2,1.67981e+06
UM_50315,1330,476,2392,1594,473,3413,5165,3837,1055,5051,2998,3900,2029,3873,799,1311,2056,755,1333,1464,4146,1056,5341,4217,536,5727,8333,6213,3907,4248,257,586,517,2057,1028,763,2138,1551,422,3627,6442,3121,1167,5207,3289,3090,1779,3836,759,1601,1814,824,1411,1533,4197,1132,5237,3829,708,6265,7070,6141,4073,4123,285,397,380,2297,2.54766,2.51205,92440.9,91536.5,1.66245e+06
UM_50316,934,451,2853,1458,422,3146,3901,2261,867,4995,2838,2943,1571,2275,642,1587,1612,666,1112,1137,4162,1286,5706,3569,641,6048,7057,5842,3724,4733,147,467,507,1925,989,597,2978,1530,327,2944,5169,2189,816,5012,2525,3052,1398,3174,723,1885,1479,811,1404,1349,4276,1142,5187,3601,420,5793,6838,4723,3556,3729,308,345,367,2188,2.41893,2.38228,83484.4,82824.3,1.50154e+06
UM_50318,1151,700,2512,1356,418,3450,5253,2898,1087,4535,2664,3171,2125,2883,601,1559,1872,681,1465,1152,4475,1228,5222,4243,798,5558,7794,6305,3456,3667,286,469,294,2103,1036,596,2001,1735,414,3264,5453,3685,1067,4534,2545,3077,1660,3318,673,1909,1592,944,1549,1162,4154,1435,5365,3893,607,5270,8144,5705,2917,3177,343,560,282,2165,2.67465,2.61691,87430.6,86228.4,1.39785e+06
UM_50319,919,630,2119,1358,530,3010,4327,3252,849,4509,2938,3174,2169,2989,682,1171,1580,728,1273,1253,4296,1211,4631,3735,879,5606,6903,4888,3388,3785,194,430,440,2062,904,682,1750,1427,373,3420,5516,2829,662,4696,2957,2747,1693,3047,662,1617,1110,872,1482,1496,3955,988,4374,4113,781,6353,6340,4478,3366,3827,449,413,327,2305,2.60274,2.59974,81909.8,82011.6,1.54044e+06
UM_50320,1218,727,2380,1263,361,3470,5075,3417,1082,4902,2873,3244,1786,3281,747,1254,1545,663,1222,1236,4368,1153,4966,3702,877,5530,7685,5388,3695,4229,208,599,467,2248,996,1031,2123,1416,348,3704,6351,3072,973,4763,2935,3125,2179,3005,813,1343,1462,931,1348,1371,4123,1308,5168,4034,597,4896,7258,4887,3206,3809,338,500,348,2195,2.50402,2.44684,86860.1,85955,1.51809e+06
UM_50321,1431,1124,2660,626,416,3911,4470,3351,1605,5344,2762,3833,2232,3027,969,2265,2406,662,1666,1362,4227,1876,5886,3823,1159,6518,7981,4656,5806,5715,272,538,904,2804,1111,865,2644,1327,387,3221,4409,3528,1147,4792,2840,3667,2216,3501,1073,1814,1645,940,1684,1229,4727,1521,6906,5010,914,7087,9006,5173,5433,5100,335,506,647,2941,2.50571,2.51075,98287.5,99348.3,1.6797e+06
UM_50324,1457,840,3162,1528,426,3584,6140,3960,1242,5734,3078,3986,2348,4176,869,1944,1609,800,1399,1341,4996,1408,5576,4669,851,6737,8959,6108,4523,4980,248,484,445,2547,1376,1301,2177,1539,436,4163,6723,3883,1221,5233,3229,3127,2086,4119,862,1963,1968,887,1568,1395,4648,1880,5660,4475,953,6769,8830,6454,4345,5380,277,449,436,2859,2.57714,2.53543,102154,102669,1.70784e+06
UM_50325,1191,517,2390,1138,336,2792,3772,3049,1003,4932,2857,2657,1771,2566,688,1470,1882,672,1570,1177,4440,1148,5702,3896,759,6212,7854,5557,4039,3597,247,291,487,2440,799,747,2459,1349,275,3230,4997,2827,999,4136,2890,2592,1724,2831,555,1846,1577,809,1581,851,4087,1224,5615,3765,521,5817,7512,6392,3400,3405,322,457,398,2007,2.68007,2.59142,85096.5,83994.6,1.58609e+06
UM_50326,1113,472,2632,1252,302,3253,5762,3762,1165,5025,2962,3103,1742,3690,626,1325,1616,763,1312,980,4519,1178,5160,3876,679,6998,8678,5705,4189,3308,218,505,475,2065,1095,755,2713,1497,308,2670,6474,2850,961,4705,3226,3231,1652,3023,958,1794,1231,948,1397,1210,4795,1361,5342,4233,659,6924,7539,5750,3716,3954,188,596,480,2178,2.52086,2.47609,90408.5,90413,1.60562e+06
UM_50327,1200,570,1907,1315,514,3127,4904,2526,982,5008,2334,2494,1925,2737,605,1473,1399,682,1109,867,4414,1260,4903,3715,621,5343,6867,5425,3797,3610,216,408,455,2013,927,622,2453,1232,417,3265,5047,2829,874,4907,2471,2711,1583,3277,567,1592,1205,772,1602,1272,4262,921,4940,3568,742,5160,6117,5506,3943,4169,293,401,393,1995,2.46282,2.45635,80724.7,82036.1,1.44197e+06
UM_50328,1396,814,2899,1568,449,4006,5750,3639,1195,4953,2744,3476,2166,3853,715,1453,2100,726,1174,1438,4940,1717,5843,3955,650,6097,8324,6234,4067,4178,209,512,490,2353,1099,1129,3444,1257,394,3868,4849,3976,1451,4589,3028,2822,1926,4339,796,1452,1714,898,1468,828,5393,1138,5108,4783,1157,6392,8226,6302,4100,4693,266,506,344,2226,2.26466,2.29654,96081.1,95962.6,1.6035e+06
UM_50329,1312,1086,3249,1697,382,4009,5144,3862,1425,5830,3327,4077,2044,3881,754,1760,1714,844,1583,1667,5445,1807,6003,4394,1287,7206,9701,6860,4691,5511,239,527,596,2245,1105,996,2908,1815,432,4031,7387,3612,1116,6199,3612,3287,2382,4388,819,2339,1767,1041,1692,1811,5151,1708,6092,4470,778,7639,8555,6629,3901,4117,388,336,361,2498,2.55573,2.57571,106159,105360,1.99723e+06
UM_50330,868,624,2407,1611,364,3439,4480,3038,1094,5136,2714,3318,1911,2338,788,1232,1668,683,1397,1571,3896,1225,5082,3706,868,5791,7095,6342,3734,4644,234,378,520,2245,966,894,1830,1731,512,3292,4819,3714,848,4965,2398,3585,1776,3319,861,1536,1368,825,1935,1602,3788,1282,5313,3891,628,5719,7178,6364,3156,3831,395,440,352,2430,2.50665,2.47235,86438.3,87542,1.52898e+06
UM_50331,1178,557,1799,1396,439,3153,4932,3646,1143,4584,2809,2930,1747,3065,801,1552,1909,672,1457,1349,4313,1109,5024,3755,579,5156,7887,4717,3741,4322,244,464,608,2278,905,615,2351,1617,255,3238,5731,2874,793,4305,2702,3083,1554,3052,729,1572,1049,762,1510,1506,4076,1232,4883,4093,479,6553,7132,4981,4152,3975,352,570,349,2621,2.46125,2.45384,85311.3,85653.1,1.55727e+06
UM_50332,823,802,2510,1555,391,3140,3180,3259,1542,6327,2252,2005,1742,2922,578,1624,1637,597,1628,1232,4881,1613,5934,3599,720,5315,7464,5057,3061,3748,211,327,541,1988,591,743,2365,1331,315,3171,5494,3134,1103,4277,2640,2639,1695,3075,560,1840,1515,875,1996,1151,3747,1389,5963,4614,534,5568,6903,5569,3229,3449,308,341,364,1967,2.49381,2.44653,84204.3,84455.8,1.37698e+06
UM_50333,1049,988,2829,1921,644,3742,4529,3827,1068,6234,2808,4029,2183,3436,1092,1625,1512,708,1266,2015,4748,1354,5405,4468,1034,6024,9798,6643,4419,5272,227,753,628,2373,1090,749,2840,1910,517,3829,5153,4075,1802,6172,2877,3880,2134,3666,934,1901,1408,923,1527,1706,4671,1113,5695,4774,736,6063,8834,6455,4386,5248,437,522,476,2586,2.50941,2.46924,100651,101089,1.59152e+06
UM_50334,1030,755,2620,1414,249,2894,4044,3540,1135,4838,2731,2980,2057,2830,731,1549,1787,601,1358,1284,4749,1429,5373,4121,969,5927,7507,6008,3501,5106,264,364,368,2132,903,776,1989,1416,300,3121,5154,3109,1089,4526,2847,2893,2095,3007,584,1621,1413,796,1517,1553,4623,1281,5246,4841,590,6479,7704,5660,3578,4059,356,408,349,2519,2.8585,2.83838,88241.8,88400.7,1.50019e+06
UM_50335,1195,608,2049,1845,633,4322,5325,3488,913,5885,2754,2898,2166,2905,956,1307,1949,666,1746,1231,4286,1183,5008,5027,892,5151,8020,6353,3991,4443,213,478,545,2033,1021,814,1964,1825,495,3838,7443,3856,887,4687,2749,2780,1938,3835,772,1454,1352,805,1977,1540,3925,1238,5859,4714,668,5594,6864,5882,3608,3837,338,616,384,2145,2.52111,2.45389,92464.7,91704.4,1.43964e+06
UM_50336,905,516,2060,1509,414,3579,3514,3430,958,4035,2557,3067,1610,2555,823,1330,1543,638,1167,1259,3926,994,4822,3362,729,4782,6451,5040,3179,3392,280,453,415,1813,756,668,1935,1394,367,3046,4070,2882,835,4525,2490,2912,1611,2804,527,1615,1360,655,1671,1356,3527,1123,4681,3417,495,5043,6720,4855,3062,3565,244,396,373,1851,2.71203,2.65937,77106,76830.8,1.29474e+06
UM_50337,1291,1187,2575,1661,543,3614,5535,3155,1066,4695,2980,3704,2250,3223,947,1896,2247,720,1475,1479,4587,918,5457,4907,1069,6157,8354,5546,4515,5138,224,540,478,2150,972,709,2408,1784,304,3881,5139,3284,828,5372,2951,3221,2136,3676,896,1970,1884,756,1449,1443,4818,1187,5692,4865,823,6533,8518,5567,3839,5104,317,432,447,2397,2.60846,2.66053,96281.6,95599.3,1.62252e+06
UM_50338,967,461,1629,1424,282,3269,4528,2631,894,4564,2431,2491,1826,2600,743,1438,1566,644,1267,1134,3721,980,4708,3778,645,5066,6614,4583,3401,3624,237,336,378,1737,793,654,1537,1449,245,2782,5717,2255,1021,4546,2350,2733,1614,3218,668,1604,1395,914,1601,1235,3483,1390,4537,3706,484,5551,6065,4901,3106,2989,303,349,328,1641,2.52062,2.56961,76596.7,77165.2,1.36106e+06
UM_50339,1098,782,2613,1406,485,3536,5233,4175,1086,5436,3295,2724,2318,3654,1014,1467,2323,643,1374,1273,4739,1458,5743,4009,942,6262,7944,5073,4159,5036,219,541,709,2351,1172,803,2862,1481,448,3491,6295,3924,1047,4951,3241,3037,1824,4010,868,1622,1252,871,1369,1308,5049,1120,5644,4458,703,6880,7164,5596,4038,4908,310,579,475,2537,2.50625,2.46568,95120.6,95333.1,1.79015e+06
